Genre,Title,Audience Score,Critics Score,Synopsis,Director
drama,She Is Conann,50,85,"Traveling through the abyss, underworld dog Rainer recounts the six lives of Conann, perpetually put to death by her own future, across eras, myths and ages. From her childhood, a slave of Sanja and her barbarian horde, to her accession to the summits of cruelty at the doors of our world.",Bertrand Mandico
drama,The Last Stop in Yuma County,,98,"While awaiting the next fuel truck at a middle-of-nowhere Arizona rest stop, a traveling young knife salesman is thrust into a high-stakes hostage situation by the arrival of two similarly stranded bank robbers with no qualms about using cruelty--or cold, hard steel--to protect their bloodstained, ill-begotten fortune.",Francis Galluppi
drama,Aisha,,96,"Aisha charts the experiences of a young Nigerian woman as she seeks international protection in Ireland. Caught in limbo for years in Ireland's immigration system, Aisha Osagie develops a friendship with former prisoner Conor Healy who she meets at one of the accommodation centers. Aisha and Conor's growing friendship soon looks to be short lived as Aisha's future in Ireland comes under threat.",Frank Berry
drama,The Idea of You,69,83,"Based on the acclaimed, contemporary love story of the same name, The Idea of You centers on Solène (Anne Hathaway), a 40-year-old single mom who begins an unexpected romance with 24-year-old Hayes Campbell (Nicholas Galitzine), the lead singer of August Moon, the hottest boy band on the planet. When Solène must step in to chaperone her teenage daughter's trip to the Coachella Music Festival after her ex bails at the last minute, she has a chance encounter with Hayes and there is an instant, undeniable spark. As they begin a whirlwind romance, it isn't long before Hayes' superstar status poses unavoidable challenges to their relationship, and Solène soon discovers that life in the glare of his spotlight might be more than she bargained for.",Michael Showalter
drama,Turtles All the Way Down,94,86,"Turtles All the Way Down tackles anxiety through its 17-year-old protagonist, Aza Holmes. It's not easy being Aza, but she's trying... trying to be a good daughter, a good friend, and a good student, all while navigating an endless barrage of invasive, obsessive thoughts that she cannot control. When she reconnects with Davis, her childhood crush, Aza is confronted with fundamental questions about her potential for love, happiness, friendship, and hope.",Hannah Marks
drama,Love Lies Bleeding,82,94,"From Director Rose Glass comes an electric new love story; reclusive gym manager Lou falls hard for Jackie, an ambitious bodybuilder headed through town to Vegas in pursuit of her dream. But their love ignites violence, pulling them deep into the web of Lou's criminal family.",Rose Glass
drama,The Judge,72,49,"Hank Palmer (Robert Downey Jr.), a brilliant but shady attorney, returns to his Indiana hometown after learning that his mother has passed away. His arrival triggers renewed tension between himself and his father, Judge Joseph Palmer (Robert Duvall), who makes no secret of his disapproval of Hank's morally ambiguous career. As the lawyer prepares to depart, his father is arrested for a hit-and-run death. Hank takes on his father's defense, despite the objections of the resentful old man.",David Dobkin
drama,Dune: Part Two,95,92,"""Dune: Part Two"" will explore the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a warpath of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, he endeavors to prevent a terrible future only he can foresee.",Denis Villeneuve
drama,Miller's Girl,42,29,"A talented young writer (Jenna Ortega) embarks on a creative odyssey when her teacher (Martin Freeman) assigns a project that entangles them both in an increasingly complex web. As lines blur and their lives intertwine, professor and protégé must confront their darkest selves while straining to preserve their individual sense of purpose and the things they hold most dear.",Jade Halley Bartlett
drama,Dark Waters,95,89,"A tenacious attorney uncovers a dark secret that connects a growing number of unexplained deaths to one of the world's largest corporations. While trying to expose the truth, he soon finds himself risking his future, his family and his own life.",Todd Haynes
drama,Arthur the King,97,69,"Over the course of ten days and 435 miles, an unbreakable bond is forged between pro adventure racer Michael Light (Mark Wahlberg) and a scrappy street dog companion dubbed Arthur. Based on an incredible true story, ARTHUR THE KING follows Light, desperate for one last chance to win, as he convinces a sponsor to back him and a team of athletes (Simu Liu, Nathalie Emmanuel, and Ali Suliman) for the Adventure Racing World Championship in the Dominican Republic. As the team is pushed to their outer limits of endurance in the race, Arthur redefines what victory, loyalty and friendship truly mean.",Simon Cellan Jones
drama,Argylle,72,33,"Bryce Dallas Howard (Jurassic World franchise) is Elly Conway, the reclusive author of a series of best-selling espionage novels, whose idea of bliss is a night at home with her computer and her cat, Alfie. But when the plots of Elly's fictional books--which center on secret agent Argylle and his mission to unravel a global spy syndicate--begin to mirror the covert actions of a real-life spy organization, quiet evenings at home become a thing of the past. Accompanied by Aidan (Oscar® winner Sam Rockwell), a cat-allergic spy, Elly (carrying Alfie in her backpack) races across the world to stay one step ahead of the killers as the line between Elly's fictional world and her real one begins to blur.",Matthew Vaughn
drama,The Holdovers,92,97,"From acclaimed director Alexander Payne, THE HOLDOVERS follows a curmudgeonly instructor (Paul Giamatti) at a New England prep school who is forced to remain on campus during Christmas break to babysit the handful of students with nowhere to go. Eventually he forms an unlikely bond with one of them -- a damaged, brainy troublemaker (newcomer Dominic Sessa) -- and with the school's head cook, who has just lost a son in Vietnam (Da'Vine Joy Randolph).",Alexander Payne
drama,The Long Game,97,80,"In 1956, JB Peña and his wife moved to the small town of Del Rio, TX, partly for a job as a school superintendent, but mostly to fulfill JB's dream of joining the prestigious, all-white Del Rio Country Club. So when JB is rejected on the basis of his skin color, he is devastated. But his world soon collides with a group of young Latino golf caddies who work at the country club, and JB is inspired by the handmade course the boys built in the country to teach themselves golf. With little experience and even fewer resources, JB convinces the boys to start their own high school golf team, starting them all on a journey where they learn that it takes more than just golf skills to make history. Based on Mustang Miracle by Humberto G. Garcia.",Julio Quintana
drama,Poor Things,79,92,"From filmmaker Yorgos Lanthimos and producer Emma Stone comes the incredible tale and fantastical evolution of Bella Baxter (Stone), a young woman brought back to life by the brilliant and unorthodox scientist Dr. Godwin Baxter (Willem Dafoe). Under Baxter's protection, Bella is eager to learn. Hungry for the worldliness she is lacking, Bella runs off with Duncan Wedderburn (Mark Ruffalo), a slick and debauched lawyer, on a whirlwind adventure across the continents. Free from the prejudices of her times, Bella grows steadfast in her purpose to stand for equality and liberation.",Yorgos Lanthimos
